id,name_en,name_ja,name_kana,category,prefecture,address,Lien google map,city,score
9962928,Ishizu Station,石津,,station,Osaka,"4 Chome-1 Hamadera Ishizuchonaka, Nishi Ward, Sakai, Osaka 592-8334, Japan",https://www.google.com/maps/place/?q=place_id:ChIJCd6TDlbbAGARSbJiZsFyaZY,Sakai,10
9962929,Funao Station,船尾,,station,Osaka,"2 Chome Hamadera Suwanomorichonaka, Nishi Ward, Sakai, Osaka 592-8348, Japan",https://www.google.com/maps/place/?q=place_id:ChIJz3r8o1TbAGARYnlvuZwQ2n0,Sakai,10
9962931,Ishizu-Kita Station,石津北,,station,Osaka,"1 Chome-2 Hamadera Ishizuchonaka, Nishi Ward, Sakai, Osaka 592-8334, Japan",https://www.google.com/maps/place/?q=place_id:ChIJB1uAfajcAGARRi7rqqkBaio,Sakai,10
9963002,Hanakuma Station,花隈,,station,Hyogo,"3 Motomachikokadori, Chuo Ward, Kobe, Hyogo 650-0014, Japan",https://www.google.com/maps/place/?q=place_id:ChIJr4K4lwSPAGAR58bWCHaG-aw,Kobe,10
9963004,Nishi-Motomachi Station,西元町,,station,Hyogo,"6 Chome-8 Motomachidori, Chuo Ward, Kobe, Hyogo 650-0022, Japan",https://www.google.com/maps/place/?q=place_id:ChIJacYArAWPAGAR-VsfhrsAF-k,Kobe,10
9963005,Kōsoku Kōbe Station,高速神戸,,station,Hyogo,"3 Chome-2 Nakamachidori, Chuo Ward, Kobe, Hyogo 650-0027, Japan",https://www.google.com/maps/place/?q=place_id:ChIJu_S1MwmPAGARBHasCS9Ps1o,Kobe,50
9963006,Shinkaichi Station,新開地,,station,Hyogo,"Japan, 〒652-0811 兵庫県神戸市Hyogo Ward, 新開地２丁目３−２４",https://www.google.com/maps/place/?q=place_id:ChIJuXnDPwuPAGARkJGXZr209z0,Kobe,80
9963007,Daikai Station,大開,,station,Hyogo,"7 Chome-1 Mizukidori, Hyogo Ward, Kobe, Hyogo 652-0802, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ7yFRV3aPAGARc5ECb2sKIu4,Kobe,10
9963008,Kosoku-Nagata Station,高速長田,,station,Hyogo,"1 Chome Kitamachi, Nagata Ward, Kobe, Hyogo 653-0016, Japan",https://www.google.com/maps/place/?q=place_id:ChIJCcpYV36PAGARPXsfTS_XS3I,Kobe,10
9963009,Nishidai Station,西代,,station,Hyogo,"Japan, 〒653-0843 兵庫県神戸市Nagata Ward, Oyashikidōri, 2-chōme−２−６",https://www.google.com/maps/place/?q=place_id:ChIJmxybPIKFAGAR9jGR5wYcmnI,Kobe,10
9963102,Minatogawa Station,湊川,,station,Hyogo,"1-chōme-20-3 Aratachō, Hyogo Ward, Kobe, Hyogo 652-0032, Japan",https://www.google.com/maps/place/?q=place_id:ChIJU86pjXKPAGARkYJ8-kY2Imk,Kobe,50
9963202,Nagata Station,長田,,station,Hyogo,"7 Chome Yonbancho, Nagata Ward, Kobe, Hyogo 653-0004, Japan",https://www.google.com/maps/place/?q=place_id:ChIJu1l-fH6PAGARX8obKxkhviw,Kobe,50
9963203,Maruyama Station,丸山,,station,Hyogo,"3 Chome-8 Takitanicho, Nagata Ward, Kobe, Hyogo 653-0881, Japan",https://www.google.com/maps/place/?q=place_id:ChIJAZgF2_CFAGARCX34i9iy7ZI,Kobe,10
9963204,Hiyodorigoe Station,鵯越,,station,Hyogo,"Satoyamacho, Hyogo Ward, Kobe, Hyogo 652-0051, Japan",https://www.google.com/maps/place/?q=place_id:ChIJC2ja8PyFAGARqXd29xqdkq8,Kobe,10
9963206,Suzurandai Station,鈴蘭台,,station,Hyogo,"1 Chome-7 Suzurandai Kitamachi, Kita Ward, Kobe, Hyogo 651-1111, Japan",https://www.google.com/maps/place/?q=place_id:ChIJY9HGIyaGAGARTtcAuRddouU,Kobe,50
9963207,Kita-Suzurandai Station,北鈴蘭台,,station,Hyogo,"4-chōme-1-13 Kōeidai, Kita Ward, Kobe, Hyogo 651-1142, Japan",https://www.google.com/maps/place/?q=place_id:ChIJd1-B2X6IAGARy9meaByL4cI,Kobe,10
9963208,Yamanomachi Station,山の街,,station,Hyogo,"1 Chome-1 Midorimachi, Kita Ward, Kobe, Hyogo 651-1221, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ4eqNGHeIAGARDb5E0Gx9SbA,Kobe,10
9963209,Minotani Station,箕谷,,station,Hyogo,"Minotani Yamadacho Shimotanigami, Kita Ward, Kobe, Hyogo 651-1243, Japan",https://www.google.com/maps/place/?q=place_id:ChIJMTjH8AyIAGARw0rdIwF_18U,Kobe,10
9963210,Tanigami Station,谷上,,station,Hyogo,"1 Tanigami Higashimachi, Kita Ward, Kobe, Hyogo 651-1245, Japan",https://www.google.com/maps/place/?q=place_id:ChIJv68bl0CIAGAR0Pczqy1ADtQ,Kobe,10
9963211,Hanayama Station,花山,,station,Hyogo,"2 Hanayamadai, Kita Ward, Kobe, Hyogo 651-1205, Japan",https://www.google.com/maps/place/?q=place_id:ChIJC-6AVbWJAGARRHr5vw3PHms,Kobe,10
9963212,Ōike Station,大池,,station,Hyogo,"1, Kita Ward, Kobe, Hyogo, Japan",https://www.google.com/maps/place/?q=place_id:ChIJHS-3TsSJAGARF8MEVVaDkXQ,Kobe,10
9963213,Shintetsurokko Station,神鉄六甲,,station,Hyogo,"Karato Arinocho, Kita Ward, Kobe, Hyogo 651-1331, Japan",https://www.google.com/maps/place/?q=place_id:ChIJT4d3M-iJAGARdXl0B7kPtJE,Kobe,10
9963214,Karatodai Station,唐櫃台,,station,Hyogo,"2 Chome-1 Karatodai, Kita Ward, Kobe, Hyogo 651-1332, Japan",https://www.google.com/maps/place/?q=place_id:ChIJJxHRjOWJAGAR9SUFGC_c0LU,Kobe,10
9963215,Arimaguchi Station,有馬口,,station,Hyogo,"Karato Arinocho, Kita Ward, Kobe, Hyogo 651-1331, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ1ZOWDPmJAGARi4wJo_jQHek,Kobe,10
9963217,Arimaonsen Station,有馬温泉,,station,Hyogo,"字ウツギ谷-1297-1 Arimachō, Kita Ward, Kobe, Hyogo 651-1401, Japan",https://www.google.com/maps/place/?q=place_id:ChIJKb2DTGqKAGARqkHst2q3UzE,Kobe,10
9963302,Gosha Station,五社,,station,Hyogo,"Arino Arinocho, Kita Ward, Kobe, Hyogo 651-1312, Japan",https://www.google.com/maps/place/?q=place_id:ChIJvZEXwgViAGART37DwH7NAT4,Kobe,10
9963303,Okaba Station,岡場,,station,Hyogo,"1 Chome-1 Fujiwaradai Nakamachi, Kita Ward, Kobe, Hyogo 651-1302, Japan",https://www.google.com/maps/place/?q=place_id:ChIJk0wvLyBiAGARNn4E7YuCT9w,Kobe,30
9963304,Taoji Station,田尾寺,,station,Hyogo,"7 Chome-1 Fujiwaradai Kitamachi, Kita Ward, Kobe, Hyogo 651-1301, Japan",https://www.google.com/maps/place/?q=place_id:ChIJhQ3BPIdhAGARwl1JcagvKCw,Kobe,10
9963305,Nirō Station,二郎,,station,Hyogo,"Niro Arinocho, Kita Ward, Kobe, Hyogo 651-1311, Japan",https://www.google.com/maps/place/?q=place_id:ChIJH-nN4HxhAGARxVsA0t4VedY,Kobe,10
9963306,Dojo-Minamiguchi Station,道場南口,,station,Hyogo,"Kusakabe Dojocho, Kita Ward, Kobe, Hyogo 651-1505, Japan",https://www.google.com/maps/place/?q=place_id:ChIJoyphwd9jAGARd7DgtwmTkqk,Kobe,10
9963307,Shintetsudojo Station,神鉄道場,,station,Hyogo,"Kusakabe Dojocho, Kita Ward, Kobe, Hyogo 651-1505, Japan",https://www.google.com/maps/place/?q=place_id:ChIJga8aOlhhAGARvX5pGCX55Wg,Kobe,10
9963308,Yokoyama Station,横山,,station,Hyogo,"2 Chome-9 Minamigaoka, Sanda, Hyogo 669-1535, Japan",https://www.google.com/maps/place/?q=place_id:ChIJdUCVSQFkAGARM13BMvdeLDI,Sanda,10
9963309,Sandahommachi Station,三田本町,,station,Hyogo,"12 Aioicho, Sanda, Hyogo 669-1526, Japan",https://www.google.com/maps/place/?q=place_id:ChIJlZZ6BaxmAGARf4unw30cDwA,Sanda,10
9963404,Flower Town Station,フラワータウン,,station,Hyogo,"1 Chome Yayoigaoka, Sanda, Hyogo 669-1546, Japan",https://www.google.com/maps/place/?q=place_id:ChIJz6auDUFkAGAR5vJ_KfuFBbM,Sanda,10
9963405,Minami Woody Town Station,南ウッディタウン,,station,Hyogo,"5 Chome Akashiadai, Sanda, Hyogo 669-1323, Japan",https://www.google.com/maps/place/?q=place_id:ChIJkZOX-6hlAGAREzAuf8EY94s,Sanda,10
9963406,ウッディタウン中央駅,ウッディタウン中央,,station,Hyogo,"Sanda, Hyogo, Japan",https://www.google.com/maps/place/?q=place_id:ChIJicmZy3RlAGARauGrgZLlbdQ,Sanda,10
9963502,Suzurandai-Nishiguchi Station,鈴蘭台西口,,station,Hyogo,"3 Chome-12 Suzurandai Minamimachi, Kita Ward, Kobe, Hyogo 651-1113, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ13Sj-i2GAGAR7PMDPau_4I8,Kobe,10
9963503,Nishi-Suzurandai Station,西鈴蘭台,,station,Hyogo,"1 Chome-1 Kitagoyo, Kita Ward, Kobe, Hyogo 651-1131, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ22yxhjSGAGARgg0W8u1eUbU,Kobe,10
9963504,Aina Station,藍那,,station,Hyogo,"Yamadacho Aina, Kita Ward, Kobe, Hyogo 651-1104, Japan",https://www.google.com/maps/place/?q=place_id:ChIJnYvlbaSHAGARgU4vxv2HuSE,Kobe,10
9963505,Kizu Station,木津,,station,Hyogo,"Kizu Oshibedanicho, Nishi Ward, Kobe, Hyogo 651-2222, Japan",https://www.google.com/maps/place/?q=place_id:ChIJRcGjm_Z9AGARgzdl4Oj7DpI,Kobe,10
9963506,Kobata Station,木幡,,station,Hyogo,"Kizu Oshibedanicho, Nishi Ward, Kobe, Hyogo 651-2222, Japan",https://www.google.com/maps/place/?q=place_id:ChIJvTd_mAt-AGAR1KsUMKWSxo4,Kobe,10
9963507,Sakae Station,栄,,station,Hyogo,"Sakae Oshibedanicho, Nishi Ward, Kobe, Hyogo 651-2211, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ152tgmd-AGARL3Udlx6evLs,Kobe,10
9963508,Oshibedani Station,押部谷,,station,Hyogo,"Fukuzumi Oshibedanicho, Nishi Ward, Kobe, Hyogo 651-2213, Japan",https://www.google.com/maps/place/?q=place_id:ChIJLXnnRP5-AGAR00trQ2l2OH4,Kobe,10
9963509,Midorigaoka Station,緑が丘,,station,Hyogo,"1 Chome Midorigaokacho Honmachi, Miki, Hyogo 673-0534, Japan",https://www.google.com/maps/place/?q=place_id:ChIJsdK70Rd_AGARjhKQxeEyjRo,Miki,10
9963510,Hirono-Golfjo-Mae Station,広野ゴルフ場前,,station,Hyogo,"5 Chome Shijimicho Hirono, Miki, Hyogo 673-0541, Japan",https://www.google.com/maps/place/?q=place_id:ChIJg9NOeTl_AGARHZ-tywFXhuw,Miki,10
9963511,Shijimi Station,志染,,station,Hyogo,"1 Chome Shijimicho Hirono, Miki, Hyogo 673-0541, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ2zX-g694AGAR2Hm923L5oWg,Miki,10
9963512,Ebisu Station,恵比須,,station,Hyogo,"1 Chome-8 Otsuka, Miki, Hyogo 673-0413, Japan",https://www.google.com/maps/place/?q=place_id:ChIJGQPCY80sVTURx96dIIAwnjU,Miki,10
9963513,Mikiuenomaru Station,三木上の丸,,station,Hyogo,"1 Chome-3 Honmachi, Miki, Hyogo 673-0431, Japan",https://www.google.com/maps/place/?q=place_id:ChIJS_XFq8UsVTUR33Elf6X89-Q,Miki,10
9963514,Miki Station,三木,,station,Hyogo,"1 Chome-1 Suehiro, Miki, Hyogo 673-0403, Japan",https://www.google.com/maps/place/?q=place_id:ChIJv19a1sEsVTURVt20Kxg9s8Q,Miki,10
9963515,Ōmura Station,大村,,station,Hyogo,"Omura, Miki, Hyogo 673-0404, Japan",https://www.google.com/maps/place/?q=place_id:ChIJf8ScMfAsVTURd9bPrl0h1-M,Miki,10
9963516,Kashiyama Station,樫山,,station,Hyogo,"Kashiyamacho, Ono, Hyogo 675-1325, Japan",https://www.google.com/maps/place/?q=place_id:ChIJf5r0jEUsVTUR4CNJC9YAuAc,Ono,10
9963517,Chuoichiba-Mae Station,市場,,station,Hyogo,"1 Chome-1 Nakanoshima, Hyogo Ward, Kobe, Hyogo 652-0844, Japan",https://www.google.com/maps/place/?q=place_id:ChIJN9nuxLqPAGARgeDSorhGzOs,Kobe,10
9963518,Ono Station,小野,,station,Hyogo,"Shinmeicho, Ono, Hyogo 675-1331, Japan",https://www.google.com/maps/place/?q=place_id:ChIJg-XZ09EtVTURh59haQ6tIPA,Ono,10
9963519,Hata Station,葉多,,station,Hyogo,"Hatacho, Ono, Hyogo 675-1377, Japan",https://www.google.com/maps/place/?q=place_id:ChIJUR82LXouVTURnvKIHsNGA90,Ono,10
9963601,Shin-Kobe Station,新神戸,,station,Hyogo,"1-chōme-3-1 Kanōchō, Chuo Ward, Kobe, Hyogo 650-0001, Japan",https://www.google.com/maps/place/?q=place_id:ChIJi_tJT8OOAGAR-zhJ9dkQC3k,Kobe,100
9963702,Itayado Station,板宿,,station,Hyogo,"3-chōme-3-10 Hiratachō, Suma Ward, Kobe, Hyogo 654-0021, Japan",https://www.google.com/maps/place/?q=place_id:ChIJPToo0Z6FAGARXcyOnCIJCtU,Kobe,50
9963703,Higashi-Suma Station,東須磨,,station,Hyogo,"1 Chome-1 Wakagicho, Suma Ward, Kobe, Hyogo 654-0014, Japan",https://www.google.com/maps/place/?q=place_id:ChIJSRYo5KCFAGAR1OsB6E5aKXw,Kobe,10
9963704,Tsukimiyama Station,月見山,,station,Hyogo,"2 Chome-2 Tsukimiyamacho, Suma Ward, Kobe, Hyogo 654-0063, Japan",https://www.google.com/maps/place/?q=place_id:ChIJuRgdCQiFAGARl7UtkCSY-po,Kobe,10
9963705,Sumadera Station,須磨寺,,station,Hyogo,"1 Chome-13 Sumaderacho, Suma Ward, Kobe, Hyogo 654-0071, Japan",https://www.google.com/maps/place/?q=place_id:ChIJa5rIzwCFAGAR4Y01gD6xSoU,Kobe,10
9963707,Sumaurakoen Station,須磨浦公園,,station,Hyogo,"5 Chome-3 Ichinotanicho, Suma Ward, Kobe, Hyogo 654-0076, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ2TGq4vaEAGARVqazqpBgfys,Kobe,10
9963709,Takinochaya Station,滝の茶屋,,station,Hyogo,"1 Chome-1 Shirogayama, Tarumi-ku, Kobe, Hyogo 655-0884, Japan",https://www.google.com/maps/place/?q=place_id:ChIJBQR_IYGDAGAReQ3jub7qB2M,Kobe,10
9963710,Higashi-Tarumi Station,東垂水,,station,Hyogo,"2 Chome-1 Hiraiso, Tarumi-ku, Kobe, Hyogo 655-0892, Japan",https://www.google.com/maps/place/?q=place_id:ChIJjbmZp5uDAGARn48ZDFNUdaw,Kobe,10
9963712,Kasumigaoka Station,霞ヶ丘,,station,Hyogo,"5 Chome-4 Goshikiyama, Tarumi-ku, Kobe, Hyogo 655-0035, Japan",https://www.google.com/maps/place/?q=place_id:ChIJUbnABbaDAGAR0E-iD5cOHok,Kobe,10
9963714,Nishi-Maiko Station,西舞子,,station,Hyogo,"2 Chome-6 Nishimaiko, Tarumi-ku, Kobe, Hyogo 655-0048, Japan",https://www.google.com/maps/place/?q=place_id:ChIJFdOqpyiCAGARruN8CkOZ4mI,Kobe,10
9963715,Ōkuradani Station,大蔵谷,,station,Hyogo,"7 Okurahachimancho, Akashi, Hyogo 673-0871, Japan",https://www.google.com/maps/place/?q=place_id:ChIJbwZ_c-aBAGARtOUfxzcjyFM,Akashi,10
9963716,Hitomaru-Mae Station,人丸前,,station,Hyogo,"Okuratenjincho, Akashi, Hyogo 673-0875, Japan",https://www.google.com/maps/place/?q=place_id:ChIJwVMNfOCBAGAR6aLEmev0B9A,Akashi,10
9963718,Nishi-Shimmachi Station,西新町,,station,Hyogo,"3-chome-13 Nishishinmachi, Akashi, Hyogo 673-0023, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ7-cDJpbUVDURKdut11vZHx8,Akashi,10
9963719,Hayashisakimatsuekaigan Station,林崎松江海岸,,station,Hyogo,"2 Minamikisakicho, Akashi, Hyogo 673-0035, Japan",https://www.google.com/maps/place/?q=place_id:ChIJFWU-_4bUVDUR4C_A2TROAb8,Akashi,10
9963720,Fujie Station,藤江,,station,Hyogo,"Fujie, Akashi, Hyogo 673-0044, Japan",https://www.google.com/maps/place/?q=place_id:ChIJZSuklW3UVDUR9DOUkJjAbOc,Akashi,10
9963721,Nakayagi Station,中八木,,station,Hyogo,"Yagi Okubocho, Akashi, Hyogo 674-0063, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ7zrx7RDUVDURDl0PnrvXlC0,Akashi,10
9963722,Eigashima Station,江井ヶ島,,station,Hyogo,"Kanagasaki Okubocho, Akashi, Hyogo 674-0064, Japan",https://www.google.com/maps/place/?q=place_id:ChIJibs-aqTWVDURz9GxfPW7XTE,Akashi,10
9963723,Nishi-Eigashima Station,西江井ヶ島,,station,Hyogo,"Nishijima Okubocho, Akashi, Hyogo 674-0065, Japan",https://www.google.com/maps/place/?q=place_id:ChIJtfocSr_WVDURVris2ZGEbWQ,Akashi,10
9963724,Sanyo-Uozumi Station,山陽魚住,,station,Hyogo,"Nakao Uozumicho, Akashi, Hyogo 674-0082, Japan",https://www.google.com/maps/place/?q=place_id:ChIJlxXN5sPWVDURKhzProOGWAU,Akashi,10
9963725,Higashi-Futami Station,東二見,,station,Hyogo,"Higashifutami-417-9 Futamichō, Akashi, Hyogo 674-0092, Japan",https://www.google.com/maps/place/?q=place_id:ChIJI_4cGeDWVDUR1PavOgpFMQg,Akashi,10
9963726,Nishi-Futami Station,西二見,,station,Hyogo,"4-chome Futamicho Nishifutami Ekimae, Akashi, Hyogo 674-0095, Japan",https://www.google.com/maps/place/?q=place_id:ChIJlZ2qGhfXVDURQQhHDKEV9Uc,Akashi,10
9963727,Harimacho Station,播磨町,,station,Hyogo,"3 Chome-10 Minaminozoe, Harima, Kako District, Hyogo 675-0150, Japan",https://www.google.com/maps/place/?q=place_id:ChIJIeUIQm3XVDURDxLnbQJv0g0,Harima,10
9963728,Befu Station,別府,,station,Hyogo,"Befu Befucho, Kakogawa, Hyogo 675-0122, Japan",https://www.google.com/maps/place/?q=place_id:ChIJi50EAn7XVDUR2ZtM9F1p6PE,Kakogawa,10
9963729,Hamanomiya Station,浜の宮,,station,Hyogo,"Kuchiri Onoecho, Kakogawa, Hyogo 675-0022, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ4ci_5srZVDURTu8CUmVL5vs,Kakogawa,10
9963730,Onoenomatsu Station,尾上の松,,station,Hyogo,"Imafuku Onoecho, Kakogawa, Hyogo 675-0027, Japan",https://www.google.com/maps/place/?q=place_id:ChIJi8nLx1LYVDURRbVTx0FWjxk,Kakogawa,10
9963731,Takasago Station,高砂,,station,Hyogo,"2-chōme-1-1 Takasagochō Hamadamachi, Takasago, Hyogo 676-0022, Japan",https://www.google.com/maps/place/?q=place_id:ChIJC-SdVxvZVDURFG_0QFijA_4,Takasago,50
9963732,Arai Station,荒井,,station,Hyogo,"20-22 Araichō Ōgimachi, Takasago, Hyogo 676-0016, Japan",https://www.google.com/maps/place/?q=place_id:ChIJGZcu2yHZVDURBEAYgreYh6A,Takasago,10
9963733,Iho Station,伊保,,station,Hyogo,"Japan, 〒676-0072 Hyogo, Takasago, Ihominatomachi, 1-chōme−10, 1",https://www.google.com/maps/place/?q=place_id:ChIJF9pHvdnYVDUR9VYzcct0-Xk,Takasago,10
9963734,Sanyo-Sone Station,山陽曽根,,station,Hyogo,"Sonecho, Takasago, Hyogo 676-0082, Japan",https://www.google.com/maps/place/?q=place_id:ChIJzzbaZCzfVDURUGwKHkFypr8,Takasago,10
9963735,Ōshio Station,大塩,,station,Hyogo,"1 Chome Oshiocho Shiosaki, Himeji, Hyogo 671-0102, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ96f2NiDfVDURVuhVLN0-96w,Himeji,10
9963736,Matogata Station,的形,,station,Hyogo,"Matogata Matogatacho, Himeji, Hyogo 671-0111, Japan",https://www.google.com/maps/place/?q=place_id:ChIJRaZlT_neVDURscA98JIlD78,Himeji,10
9963737,Yaka Station,八家,,station,Hyogo,"Yaka, Himeji, Hyogo 672-8015, Japan",https://www.google.com/maps/place/?q=place_id:ChIJjzJZSkbeVDURSIWlUKY75ig,Himeji,10
9963738,Shirahamanomiya Sta.,白浜の宮,,station,Hyogo,"Shirahamacho, Himeji, Hyogo 672-8023, Japan",https://www.google.com/maps/place/?q=place_id:ChIJrclmmSPeVDUR_1Rz1z1mbL4,Himeji,10
9963739,Mega Station,妻鹿,,station,Hyogo,"Mega Shikamaku, Himeji, Hyogo 672-8031, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ22R6spngVDURDFw65YxU33U,Himeji,10
9963740,Shikama Station,飾磨,,station,Hyogo,"Shikamaku Tamachi, Himeji, Hyogo 672-8052, Japan",https://www.google.com/maps/place/?q=place_id:ChIJd8oms-ngVDUR4wNG5t5ohJM,Himeji,10
9963741,Kameyama Station,亀山,,station,Hyogo,"Japan, 〒670-0973 Hyogo, Himeji, Kameyama, 高福地208-3",https://www.google.com/maps/place/?q=place_id:ChIJKVH2q_bgVDURfXseqK1qXhE,Himeji,10
9963742,Tegara Station,手柄,,station,Hyogo,"5 Chome Higashinobusue, Himeji, Hyogo 670-0965, Japan",https://www.google.com/maps/place/?q=place_id:ChIJNVgzel3gVDURO-EvXIPU1jQ,Himeji,10
9963802,Nishishikama Station,西飾磨,,station,Hyogo,"4 Chome Shikamaku Imazaike, Himeji, Hyogo 672-8079, Japan",https://www.google.com/maps/place/?q=place_id:ChIJIZpkqDvhVDUR-jp-IWj3L7I,Himeji,10
9963803,Yumesakigawa Station,夢前川,,station,Hyogo,"3 Chome Hirohataku Higashishinmachi, Himeji, Hyogo 671-1121, Japan",https://www.google.com/maps/place/?q=place_id:ChIJa3HvgkzhVDURMJZXKnvUxog,Himeji,10
9963804,Hirohata Station,広畑,,station,Hyogo,"1 Chome Hirohataku Takahamacho, Himeji, Hyogo 671-1153, Japan",https://www.google.com/maps/place/?q=place_id:ChIJgaYE1qvmVDURgaxzJ4rhn_s,Himeji,10
9963805,Sanyo-Temma Station,山陽天満,,station,Hyogo,"1 Chome Otsuku Tenjinmachi, Himeji, Hyogo 671-1131, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ3xCl8xrkVDUR1vNKqoFQ2Qk,Himeji,10
9963806,Hiramatsu Station,平松,,station,Hyogo,"Hiramatsu Otsuku, Himeji, Hyogo 671-1145, Japan",https://www.google.com/maps/place/?q=place_id:ChIJNx4DrkXkVDURYyW5QnE5Vb4,Himeji,10
9963807,Sanyo-Aboshi Station,山陽網干,,station,Hyogo,"Kaichi Nakamachi Aboshi, Himeji, Hyogo 671-1253, Japan",https://www.google.com/maps/place/?q=place_id:ChIJCZE9fVXkVDUR1b93PwxCVQU,Himeji,10
9964002,Nisseichuo Station,日生中央,,station,Hyogo,"1 Chome Matsuodai, Inagawa, Kawabe District, Hyogo 666-0261, Japan",https://www.google.com/maps/place/?q=place_id:ChIJWdwLdcJYAGAR7l5nkO3jdfU,Inagawa,10
9964302,Abiki Station,網引,,station,Hyogo,"Abikicho, Kasai, Hyogo 675-2113, Japan",https://www.google.com/maps/place/?q=place_id:ChIJj4DZEggvVTUR1oQBATWG0uU,Kasai,10
9964303,Tahara Station,田原,,station,Hyogo,"Taharacho, Kasai, Hyogo 675-2114, Japan",https://www.google.com/maps/place/?q=place_id:ChIJS366WXQvVTUR-6ba7N0O6bc,Kasai,10
9964304,Hokkeguchi Station,法華口,,station,Hyogo,"Higashikasaharacho, Kasai, Hyogo 675-2212, Japan",https://www.google.com/maps/place/?q=place_id:ChIJY8VUNIIvVTUR8SqEK_QdHCg,Kasai,10
9964305,Harima-Shimosato Station,播磨下里,,station,Hyogo,"Ojicho, Kasai, Hyogo 675-2231, Japan",https://www.google.com/maps/place/?q=place_id:ChIJJbbX6nAlVTURJ1SW5GQJDtA,Kasai,10
9964306,Osa Station,長,,station,Hyogo,"Nishiosacho, Kasai, Hyogo 675-2342, Japan",https://www.google.com/maps/place/?q=place_id:ChIJnwgd2RElVTURewoKJ_Xw79g,Kasai,10
9964307,Harima-Yokota Station,播磨横田,,station,Hyogo,"Nishiyokotacho, Kasai, Hyogo 675-2335, Japan",https://www.google.com/maps/place/?q=place_id:ChIJQ7bnhDslVTURcyocpivMTxY,Kasai,10
9964308,Hōjōmachi Station,北条町,,station,Hyogo,"Hōjō-28-2 Hōjōchō, Kasai, Hyogo 675-2312, Japan",https://www.google.com/maps/place/?q=place_id:ChIJg3VbDrg6VTURAMs8LXs136I,Kasai,10
9964402,Kokenawa Station,苔縄,,station,Hyogo,"Kokenawa, Kamigori, Ako District, Hyogo 678-1277, Japan",https://www.google.com/maps/place/?q=place_id:ChIJcf8TjfxWVDURGi9r5Ilu4iQ,Kamigori,10
9964403,Kōnohara-Enshin Station,河野原円心,,station,Hyogo,"Konohara, Kamigori, Ako District, Hyogo 678-1278, Japan",https://www.google.com/maps/place/?q=place_id:ChIJo9Fnw49WVDURDZ6vOyc6OtU,Kamigori,10
9964404,Kuzaki Station,久崎,,station,Hyogo,"Kuzaki, Sayo, Sayo District, Hyogo 679-5641, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ6Zi6PV1UVDURftCD57Ra2S0,Sayo,10
9964406,Hirafuku Station,平福,,station,Hyogo,"Hirafuku, Sayo, Sayo District, Hyogo 679-5331, Japan",https://www.google.com/maps/place/?q=place_id:ChIJb1qL6UeqVTURT1LHwhS4Jp4,Sayo,10
9964407,Ishii Station,石井,,station,Hyogo,"Shimoishii, Sayo, Sayo District, Hyogo 679-5321, Japan",https://www.google.com/maps/place/?q=place_id:ChIJK6qnpnapVTURCCg-UgKFaa0,Sayo,10
9964408,Miyamoto-Musashi Station,宮本武蔵,,station,Okayama,"Imaoka, Mimasaka, Okayama 707-0416, Japan",https://www.google.com/maps/place/?q=place_id:ChIJAzrp-zapVTURFE5o4Ar_Lho,Mimasaka,10
9964409,Ōhara Station,大原,,station,Okayama,"Furumachi, Mimasaka, Okayama 707-0412, Japan",https://www.google.com/maps/place/?q=place_id:ChIJA1s4wtOoVTURTsad8h80u3I,Mimasaka,10
9964410,Nishi-Awakura Station,西粟倉,,station,Okayama,"Nagao, Nishiawakura, Aida District, Okayama 707-0504, Japan",https://www.google.com/maps/place/?q=place_id:ChIJmYoZAhGmVTURqXVduNKZrYY,Nishiawakura,10
9964411,Awakura-Onsen Station,あわくら温泉,,station,Okayama,"Kageishi, Nishiawakura, Aida District, Okayama 707-0503, Japan",https://www.google.com/maps/place/?q=place_id:ChIJP7mkTommVTURCePTw_GpGlA,Nishiawakura,10
9964412,Yamasato Station,山郷,,station,Tottori,"Nakabara, Chizu, Yazu District, Tottori 689-1423, Japan",https://www.google.com/maps/place/?q=place_id:ChIJ03ntImOkVTURanwHgGsHD74,Chizu,10
9964413,Koiyamagata Station,恋山形,,station,Tottori,"Ochi, Chizu, Yazu District, Tottori 689-1421, Japan",https://www.google.com/maps/place/?q=place_id:ChIJYxcignCjVTURtte_QvNsVWY,Chizu,10
